File Number,Date Reported,Year Reported,Month Reported,Housing Block,Street Name,Date Notice Mailed or Given,Type of Complaint,Disposition,File Close Date,Method Submitted,Submitted Online?,Total Fees,Mapped Location
506044,06/13/2005,2005,6,600 BLOCK,S Cottage Grove,,Weeds/Grass,Owner Abated,,Not Available,false,0,"600 S Cottage Grove
Urbana, IL
(40.108493807, -88.195603619)"
20-001614,08/18/2020,2020,8,1600 Block,"South ""Cottage Grove"" Avenue",08/18/2020,Weeds/Grass,Voluntarily Complied,08/26/2020,Phone,false,0,"1600 South Cottage Grove Avenue
Urbana, IL
(40.09916271, -88.195475059)"
508031,08/10/2005,2005,8,200 BLOCK,N Coler Av,,Weeds/Grass,Owner Abated,,Not Available,false,0,"200 N Coler Av
Urbana, IL
(40.11320807, -88.215914678)"
23-003252,10/30/2023,2023,10,2000 Block,South Philo Road,,Zoning,Voluntarily Complied,11/09/2023,Phone,false,0,"2000 South Philo Road
Urbana, IL
(40.093804007, -88.19057341)"
20-001636,08/19/2020,2020,8,200 Block,North Harvey Street,08/19/2020,Municipal Waste,Voluntarily Complied,08/31/2020,Phone,false,0,"200 North Harvey Street
Urbana, IL
(40.113616856, -88.222324451)"
711006,11/07/2007,2007,11,2200 BLOCK,E Michigan Av,11/07/2007,Municipal Waste,Owner Abated,11/15/2007,Not Available,false,0,"2200 E Michigan Av
Urbana, IL
(40.101861593, -88.179403556)"
19-001472,07/17/2019,2019,7,1400 Block,South Wiley Drive,,Weeds/Grass,City Abated,07/29/2019,City Staff Reported,false,594,"1400 South Wiley Drive
Urbana, IL
(40.100611202, -88.197655189)"
21-001039,05/20/2021,2021,5,700 Block,West Springfield Avenue,05/20/2021,Weeds/Grass,Voluntarily Complied,05/28/2021,Phone,false,0,"700 West Springfield Avenue
Urbana, IL
(40.112851404, -88.216100077)"
1509047,09/23/2015,2015,9,1800 BLOCK,S Vine St,09/23/2015,Weeds/Grass,Owner Abated,10/01/2015,Not Available,false,0,"1800 S Vine St
Urbana, IL
(40.096444195, -88.204823169)"
1405072,05/27/2014,2014,5,500 BLOCK,W Green St,05/27/2014,Weeds/Grass,Owner Abated,06/04/2014,Not Available,false,0,"500 W Green St
Urbana, IL
(40.110736204, -88.213236316)"
21-000975,05/13/2021,2021,5,1600 Block,East Lexington Drive,05/13/2021,Weeds/Grass,Voluntarily Complied,05/21/2021,Phone,false,0,"1600 East Lexington Drive
Urbana, IL
(40.07545775, -88.188545667)"
22-001245,05/16/2022,2022,5,400 Block,South Busey Avenue,05/16/2022,Weeds/Grass,Voluntarily Complied,05/24/2022,Phone,false,0,"400 South Busey Avenue
Urbana, IL
(40.109753337, -88.217644274)"
1005056,05/13/2010,2010,5,800 BLOCK,S Urbana Av,05/14/2010,Weeds/Grass,Owner Abated,05/22/2010,Not Available,false,0,"800 S Urbana Av
Urbana, IL
(40.106636288, -88.203544924)"
1508031,08/13/2015,2015,8,1400 BLOCK,E Michigan Av,08/13/2015,Municipal Waste,Owner Abated,08/21/2015,Not Available,false,0,"1400 E Michigan Av
Urbana, IL
(40.101732473, -88.191813257)"
21-001257,06/09/2021,2021,6,900 Block,East Park Street,06/09/2021,Weeds/Grass,Voluntarily Complied,06/17/2021,Phone,false,0,"900 East Park Street
Urbana, IL
(40.117287287, -88.197265078)"
1505058,05/14/2015,2015,5,800 BLOCK,W Sunset Dr,05/14/2015,Weeds/Grass,Owner Abated,05/22/2015,Not Available,false,0,"800 W Sunset Dr
Urbana, IL
(40.123746664, -88.217075763)"
908026,08/12/2009,2009,8,600 BLOCK,W Illinois St,08/13/2009,Weeds/Grass,Owner Abated,08/21/2009,Not Available,false,0,"600 W Illinois St
Urbana, IL
(40.109206791, -88.214585568)"
605077,05/11/2006,2006,5,1300 BLOCK,E Michigan Av,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1300 E Michigan Av
Urbana, IL
(40.101552624, -88.192799904)"
1001009,01/22/2010,2010,1,800 BLOCK,E Hawthorne Dr,01/25/2010,Municipal Waste,Owner Abated,02/02/2010,Not Available,false,0,"800 E Hawthorne Dr
Urbana, IL
(40.102449079, -88.198804548)"
1205085,05/15/2012,2012,5,500 BLOCK,S Cottage Gove Av,05/15/2012,Weeds/Grass,City Abated,05/23/2012,Not Available,false,0,"500 S Cottage Gove Av
Urbana, IL
(40.109334311, -88.19563304)"
409076,09/29/2004,2004,9,700 BLOCK,E California Ave,,Weeds/Grass,Owner Abated,,Not Available,false,0,"700 E California Ave
Urbana, IL
(40.108597307, -88.200165058)"
1007068,07/28/2010,2010,7,1100 BLOCK,S Lanore Dr,07/29/2010,Weeds/Grass,Owner Abated,08/06/2010,Not Available,false,0,"1100 S Lanore Dr
Urbana, IL
(40.103773967, -88.18651345)"
1307002,07/01/2013,2013,7,200 BLOCK,W Oregon St,07/01/2013,Weeds/Grass,Owner Abated,07/09/2013,Not Available,false,0,"200 W Oregon St
Urbana, IL
(40.107665734, -88.208906895)"
22-000278,02/14/2022,2022,2,100 Block,West California Avenue,,,Unfounded,02/15/2022,Internet,true,0,"100 West California Avenue
Urbana, IL
(40.108486314, -88.207376138)"
1210020,10/10/2012,2012,10,1000 BLOCK,S Lanore Dr,10/10/2012,Municipal Waste,Owner Abated,10/18/2012,Not Available,false,0,"1000 S Lanore Dr
Urbana, IL
(40.104747416, -88.186539849)"
19-002187,10/09/2019,2019,10,700 Block,West High Street,10/09/2019,Municipal Waste,Voluntarily Complied,10/17/2019,Phone,false,0,"700 West High Street
Urbana, IL
(40.10988641, -88.216066025)"
1006104,06/18/2010,2010,6,2000 BLOCK,S Burlison Dr,06/18/2010,Municipal Waste,Owner Abated,06/26/2010,Not Available,false,0,"2000 S Burlison Dr
Urbana, IL
(40.094087078, -88.208220154)"
410015,10/14/2004,2004,10,1100 BLOCK,S Lanore,,Municipal Waste,Owner Abated,,Not Available,false,0,"1100 S Lanore
Urbana, IL
(40.103773967, -88.18651345)"
21-001130,05/26/2021,2021,5,300 Block,East Florida Avenue,05/26/2021,Weeds/Grass,Voluntarily Complied,06/03/2021,Phone,false,0,"300 East Florida Avenue
Urbana, IL
(40.098387311, -88.20483513)"
1412011,12/15/2014,2014,12,200 BLOCK,S Hartle Av,12/15/2014,Municipal Waste,Owner Abated,12/23/2014,Not Available,false,0,"200 S Hartle Av
Urbana, IL
(40.111760734, -88.192100337)"
1702006,02/15/2017,2017,2,800 BLOCK,E Park St,02/15/2017,Municipal Waste,Owner Abated,02/23/2017,Not Available,false,0,"800 E Park St
Urbana, IL
(40.117296824, -88.198834469)"
407097,07/29/2004,2004,7,900 BLOCK,N Harvey St,,Municipal Waste,Owner Abated,,Not Available,false,0,"900 N Harvey St
Urbana, IL
(40.120106984, -88.221924648)"
1409027,09/15/2014,2014,9,1200 BLOCK,S Lanore Dr,09/15/2014,Weeds/Grass,Owner Abated,09/23/2014,Not Available,false,0,"1200 S Lanore Dr
Urbana, IL
(40.101654282, -88.186453136)"
809025,09/22/2008,2008,9,1000 BLOCK,E Burkwood Dr,09/23/2008,Weeds/Grass,Owner Abated,10/01/2008,Not Available,false,0,"1000 E Burkwood Dr
Urbana, IL
(40.096850145, -88.19598857)"
908083,08/31/2009,2009,8,1200 BLOCK,W Eads St,09/01/2009,Weeds/Grass,Owner Abated,09/09/2009,Not Available,false,0,"1200 W Eads St
Urbana, IL
(40.123186835, -88.224245514)"
703043,03/28/2007,2007,3,1200 BLOCK,W Beslin St,03/29/2007,Municipal Waste,Owner Abated,04/06/2007,Not Available,false,0,"1200 W Beslin St
Urbana, IL
(40.120347311, -88.224184965)"
1107052,07/28/2011,2011,7,2200 BLOCK,S Philo Rd,07/29/2011,Weeds/Grass,Owner Abated,08/06/2011,Not Available,false,0,"2200 S Philo Rd
Urbana, IL
(40.08822999, -88.189936014)"
18-000642,06/15/2018,2018,6,1300 Block,W Beech Street,06/15/2018,Municipal Waste,Voluntarily Complied,10/31/2018,Phone,false,0,"1300 W Beech Street
Urbana, IL
(40.122227288, -88.225824887)"
309038,09/15/2003,2003,9,1000 BLOCK,N Division Av,,Municipal Waste,Owner Abated,,Not Available,false,0,"1000 N Division Av
Urbana, IL
(40.122038034, -88.205225986)"
1009025,09/20/2010,2010,9,500 BLOCK,S Anderson St,09/21/2010,Municipal Waste,Owner Abated,09/29/2010,Not Available,false,0,"500 S Anderson St
Urbana, IL
(40.109303258, -88.200174417)"
410022,10/20/2004,2004,10,0 BLOCK,Squire Ct,,Municipal Waste,Owner Abated,,Not Available,false,0,"0 Squire Ct
Urbana, IL
(40.102640011, -88.185400021)"
1706021,06/21/2017,2017,6,1300 BLOCK,N Berkley Av,06/21/2017,Municipal Waste,Owner Abated,06/29/2017,Not Available,false,0,"1300 N Berkley Av
Urbana, IL
(40.124858616, -88.206426857)"
21-002284,09/29/2021,2021,9,1100 Block,West Church Street,09/29/2021,Weeds/Grass,Voluntarily Complied,10/07/2021,Phone,false,0,"1100 West Church Street
Urbana, IL
(40.118316584, -88.221883749)"
18-036167,10/16/2018,2018,10,1000 Block,East Florida Avenue,10/16/2018,Weeds/Grass,Voluntarily Complied,10/24/2018,Phone,false,0,"1000 East Florida Avenue
Urbana, IL
(40.098432347, -88.196699437)"
21-001432,06/29/2021,2021,6,800 Block,West Ohio Street,06/29/2021,Municipal Waste,Voluntarily Complied,07/07/2021,Phone,false,0,"800 West Ohio Street
Urbana, IL
(40.103766803, -88.217695539)"
510036,10/19/2005,2005,10,200 BLOCK,Hartle Dr,,Weeds/Grass,Owner Abated,,Not Available,false,0,"200 Hartle Dr
Urbana, IL
(40.111760734, -88.192100337)"
20-002243,11/05/2020,2020,11,700 Block,East Colorado Avenue,11/05/2020,Municipal Waste,Voluntarily Complied,11/16/2020,Phone,false,0,"700 East Colorado Avenue
Urbana, IL
(40.094767815, -88.198545792)"
303046,03/20/2003,2003,3,1100 BLOCK,W Hill St,,Municipal Waste,Owner Abated,,Not Available,false,0,"1100 W Hill St
Urbana, IL
(40.119256963, -88.221825376)"
1205082,05/14/2012,2012,5,900 BLOCK,N Busey Av,05/15/2012,Weeds/Grass,Owner Abated,05/23/2012,Not Available,false,0,"900 N Busey Av
Urbana, IL
(40.120137906, -88.216875838)"
306053,06/17/2003,2003,6,200 BLOCK,S Cottage Grove,,Municipal Waste,Owner Abated,,Not Available,false,0,"200 S Cottage Grove
Urbana, IL
(40.111950826, -88.195685003)"
1709019,09/12/2017,2017,9,800 BLOCK,W Illinois St,09/12/2017,Municipal Waste,Owner Abated,09/20/2017,Not Available,false,0,"800 W Illinois St
Urbana, IL
(40.109175862, -88.217786776)"
1705016,05/08/2017,2017,5,1400 BLOCK,Laurel Dr.,05/08/2017,Weeds/Grass,Owner Abated,05/16/2017,Not Available,false,0,"1400 Laurel Dr
Urbana, IL
(40.100948454, -88.191906417)"
23-001583,05/31/2023,2023,5,900 Block,East Crestwood Drive,05/31/2023,Weeds/Grass,Voluntarily Complied,06/08/2023,Phone,false,0,"900 East Crestwood Drive
Urbana, IL
(40.103631446, -88.197757861)"
1508042,08/20/2015,2015,8,800 BLOCK,W Illinois St,08/20/2015,Municipal Waste,Owner Abated,08/28/2015,Not Available,false,0,"800 W Illinois St
Urbana, IL
(40.109175862, -88.217786776)"
18-000488,05/14/2018,2018,5,1500 Block,S Philo Road,05/14/2018,Weeds/Grass,Voluntarily Complied,05/22/2018,City Staff Reported,false,0,"1500 S Philo Road
Urbana, IL
(40.099993213, -88.190654446)"
22-000850,04/20/2022,2022,4,200 Block,North Busey Avenue,04/20/2022,Municipal Waste,Voluntarily Complied,04/28/2022,Email,false,0,"200 North Busey Avenue
Urbana, IL
(40.113435512, -88.217612328)"
1202007,02/15/2012,2012,2,1100 BLOCK,W Hill St,02/16/2012,Municipal Waste,Owner Abated,02/24/2012,Not Available,false,0,"1100 W Hill St
Urbana, IL
(40.119256963, -88.221825376)"
22-002727,08/24/2022,2022,8,1100 Block,North Berkley Avenue,08/24/2022,Weeds/Grass,Voluntarily Complied,09/01/2022,Phone,false,0,"1100 North Berkley Avenue
Urbana, IL
(40.122346351, -88.206375111)"
508104,08/25/2005,2005,8,900 BLOCK,N Lincoln Av,,Municipal Waste,City Abated,,Not Available,false,0,"900 N Lincoln Av
Urbana, IL
(40.120107521, -88.219375407)"
604024,04/25/2006,2006,4,1200 BLOCK,W Beslin St,,Weeds/Grass,City Abated,,Not Available,false,0,"1200 W Beslin St
Urbana, IL
(40.120347311, -88.224184965)"
23-002282,08/08/2023,2023,8,700 Block,South Wabash Avenue,08/08/2023,Weeds/Grass,Voluntarily Complied,12/18/2023,Phone,false,0,"700 South Wabash Avenue
Urbana, IL
(40.10767355, -88.196573983)"
18-000636,06/13/2018,2018,6,200 Block,"E ""George Huff"" Drive",06/14/2018,Weeds/Grass,City Abated,10/31/2018,Phone,false,688,"200 E George Huff Drive
Urbana, IL
(40.091020065, -88.205898893)"
1603016,03/28/2016,2016,3,300 BLOCK,E Thompson St,03/28/2016,Municipal Waste,Owner Abated,04/05/2016,Not Available,false,0,"300 E Thompson St
Urbana, IL
(40.125996666, -88.20528422)"
1707030,07/24/2017,2017,7,2200 BLOCK,Vawter St,07/24/2017,Municipal Waste,Owner Abated,08/01/2017,Not Available,false,0,"2200 Vawter St
Urbana, IL
(40.089843561, -88.191633966)"
705101,05/23/2007,2007,5,700 BLOCK,E University Av,05/24/2007,Weeds/Grass,Owner Abated,06/01/2007,Not Available,false,0,"700 E University Av
Urbana, IL
(40.116378041, -88.200496019)"
709052,09/17/2007,2007,9,1500 BLOCK,N Romine St,09/17/2007,Municipal Waste,Owner Abated,09/19/2007,Not Available,false,0,"1500 N Romine St
Urbana, IL
(40.126374425, -88.227545748)"
601001,01/03/2006,2006,1,700 BLOCK,W California Av,,Municipal Waste,Invalid,,Not Available,false,0,"700 W California Av
Urbana, IL
(40.108356404, -88.216066042)"
305102,05/22/2003,2003,5,1400 BLOCK,N Romine St,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1400 N Romine St
Urbana, IL
(40.12485842, -88.227406577)"
406035,06/16/2004,2004,6,800 BLOCK,S Grove St,,Weeds/Grass,Owner Abated,,Not Available,false,0,"800 S Grove St
Urbana, IL
(40.106671141, -88.201204905)"
309010,09/04/2003,2003,9,1200 BLOCK,W Bradley Av,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1200 W Bradley Av
Urbana, IL
(40.127455519, -88.224337187)"
21-002486,10/20/2021,2021,10,1200 Block,South Lincoln Avenue,10/20/2021,Weeds/Grass,Voluntarily Complied,01/04/2022,Phone,false,0,"1200 South Lincoln Avenue
Urbana, IL
(40.102725003, -88.219115123)"
1305168,05/29/2013,2013,5,1500 BLOCK,E Washington St,05/29/2013,Weeds/Grass,City Abated,06/06/2013,Not Available,false,0,"1500 E Washington St
Urbana, IL
(40.105727302, -88.190036395)"
406018,06/10/2004,2004,6,900 BLOCK,N Harvey St,,Municipal Waste,Owner Abated,,Not Available,false,0,"900 N Harvey St
Urbana, IL
(40.120106984, -88.221924648)"
1204030,04/17/2012,2012,4,800 BLOCK,S Urbana Av,04/17/2012,Weeds/Grass,Owner Abated,04/25/2012,Not Available,false,0,"800 S Urbana Av
Urbana, IL
(40.106636288, -88.203544924)"
509030,09/13/2005,2005,9,700 BLOCK,W California Av,,Weeds/Grass,Owner Abated,,Not Available,false,0,"700 W California Av
Urbana, IL
(40.108356404, -88.216066042)"
18-001032,09/20/2018,2018,9,600 Block,East Green Street,09/24/2018,Weeds/Grass,City Abated,10/31/2018,Phone,false,305,"600 East Green Street
Urbana, IL
(40.110908648, -88.201306916)"
19-000947,05/20/2019,2019,5,1100 Block,East Scovill Street,05/20/2019,Weeds/Grass,Voluntarily Complied,05/28/2019,Phone,false,0,"1100 East Scovill Street
Urbana, IL
(40.085835418, -88.195581276)"
1004026,04/27/2010,2010,4,1600 BLOCK,Ivanhoe Way,04/28/2010,Weeds/Grass,Owner Abated,05/06/2010,Not Available,false,0,"1600 Ivanhoe Way
Urbana, IL
(40.102304581, -88.18864421)"
605034,05/08/2006,2006,5,200 BLOCK,E Oregon St,,Weeds/Grass,Owner Abated,,Not Available,false,0,"200 E Oregon St
Urbana, IL
(40.107687284, -88.206105062)"
908063,08/24/2009,2009,8,600 BLOCK,W Green St,08/25/2009,Weeds/Grass,Owner Abated,09/02/2009,Not Available,false,0,"600 W Green St
Urbana, IL
(40.110716251, -88.214626239)"
902017,02/10/2009,2009,2,1100 BLOCK,S Cottage Grove Av,02/11/2009,Weeds/Grass,Owner Abated,02/19/2008,Not Available,false,0,"1100 S Cottage Grove Av
Urbana, IL
(40.103751395, -88.195540252)"
612015,12/13/2006,2006,12,600 BLOCK,W Ohio St,,Municipal Waste,Owner Abated,,Not Available,false,0,"600 W Ohio St
Urbana, IL
(40.103786842, -88.214475538)"
20-001368,07/21/2020,2020,7,300 Block,East Kerr Avenue,07/21/2020,Weeds/Grass,Voluntarily Complied,11/17/2020,Phone,false,0,"300 East Kerr Avenue
Urbana, IL
(40.122038136, -88.205226124)"
805005,05/05/2008,2008,5,500 BLOCK,S Cottage Grove Av,05/06/2008,Weeds/Grass,Owner Abated,05/14/2008,Not Available,false,0,"500 S Cottage Grove Av
Urbana, IL
(40.109334311, -88.19563304)"
19-001876,08/30/2019,2019,8,2300 Block,"East ""Country Squire"" Drive",08/30/2019,Weeds/Grass,Voluntarily Complied,09/09/2019,Phone,false,0,"2300 East Country Squire Drive
Urbana, IL
(40.103259889, -88.177509554)"
22-002146,06/29/2022,2022,6,700 Block,East Colorado Avenue,06/29/2022,Municipal Waste,Voluntarily Complied,09/27/2022,Phone,false,0,"700 East Colorado Avenue
Urbana, IL
(40.094767815, -88.198545792)"
1006115,06/22/2010,2010,6,2200 BLOCK,S Philo Rd,06/23/2010,Weeds/Grass,Owner Abated,07/01/2010,Not Available,false,0,"2200 S Philo Rd
Urbana, IL
(40.08822999, -88.189936014)"
409064,09/21/2004,2004,9,1200 BLOCK,N Busey Ave,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1200 N Busey Ave
Urbana, IL
(40.122772643, -88.216912359)"
306046,06/17/2003,2003,6,1000 BLOCK,N Geraldine Av,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1000 N Geraldine Av
Urbana, IL
(40.122035176, -88.20273241)"
1409040,09/30/2014,2014,9,1400 BLOCK,W Eads St,09/30/2014,Weeds/Grass,Owner Abated,10/08/2014,Not Available,false,0,"1400 W Eads St
Urbana, IL
(40.123167276, -88.227254924)"
1209025,09/12/2012,2012,9,1300 BLOCK,N Berkley Av,09/13/2012,Weeds/Grass,Owner Abated,09/21/2012,Not Available,false,0,"1300 N Berkley Av
Urbana, IL
(40.124858616, -88.206426857)"
1705005,05/01/2017,2017,5,400 BLOCK,E Colorado Av,05/01/2017,Weeds/Grass,Owner Abated,05/09/2017,Not Available,false,0,"400 E Colorado Av
Urbana, IL
(40.094737286, -88.202822633)"
408049,08/18/2004,2004,8,1400 BLOCK,W Beech,,Municipal Waste,Owner Abated,,Not Available,false,0,"1400 W Beech
Urbana, IL
(40.122226836, -88.227235477)"
22-003690,12/15/2022,2022,12,2100 Block,"East ""Country Squire"" Drive",,Zoning,Voluntarily Complied,01/03/2023,Email,false,0,"2100 East Country Squire Drive
Urbana, IL
(40.102528353, -88.18133652)"
19-001731,08/15/2019,2019,8,400 Block,South Busey Avenue,08/15/2019,Municipal Waste,Voluntarily Complied,08/23/2019,Phone,false,0,"400 South Busey Avenue
Urbana, IL
(40.109753337, -88.217644274)"
706014,06/05/2007,2007,6,1200 BLOCK,W Eads St,06/07/2007,Weeds/Grass,City Abated,06/15/2007,Not Available,false,0,"1200 W Eads St
Urbana, IL
(40.123186835, -88.224245514)"
1612006,12/12/2016,2016,12,1900 BLOCK,Anderson St,12/12/2016,Municipal Waste,Owner Abated,12/20/2016,Not Available,false,0,"1900 Anderson St
Urbana, IL
(40.094652701, -88.198545103)"
905081,05/21/2009,2009,5,400 BLOCK,E Green St,05/22/2009,Weeds/Grass,Owner Abated,05/30/2009,Not Available,false,0,"400 E Green St
Urbana, IL
(40.110868593, -88.203636816)"
507001,07/01/2005,2005,7,1000 BLOCK,N Coler Av,,Municipal Waste,Owner Abated,,Not Available,false,0,"1000 N Coler Av
Urbana, IL
(40.121029181, -88.215640891)"
18-000950,09/04/2018,2018,9,1200 Block,East Eastern Drive,09/04/2018,Weeds/Grass,Voluntarily Complied,09/12/2018,Phone,false,0,"1200 East Eastern Drive
Urbana, IL
(40.10447701, -88.194456961)"
18-000585,05/30/2018,2018,5,1300 Block,E Briarcliff Drive,05/30/2018,Weeds/Grass,Voluntarily Complied,06/07/2018,Phone,false,0,"1300 E Briarcliff Drive
Urbana, IL
(40.100570697, -88.193065821)"
23-002317,08/10/2023,2023,8,400 Block,West High Street,08/10/2023,Weeds/Grass,Voluntarily Complied,12/18/2023,Phone,false,0,"400 West High Street
Urbana, IL
(40.109946217, -88.211826301)"
23-001310,05/15/2023,2023,5,1200 Block,North Lincoln Avenue,05/15/2023,Weeds/Grass,Voluntarily Complied,05/23/2023,Phone,false,0,"1200 North Lincoln Avenue
Urbana, IL
(40.12309763, -88.219393669)"
1708030,08/23/2017,2017,8,800 BLOCK,Lynn St,08/23/2017,Weeds/Grass,Owner Abated,08/31/2017,Not Available,false,0,"800 Lynn St
Urbana, IL
(40.106696277, -88.197829847)"
22-002931,09/09/2022,2022,9,300 Block,West Springfield Avenue,,,,09/12/2022,Internet,true,0,"300 West Springfield Avenue
Urbana, IL
(40.112431665, -88.21032131)"
23-002623,09/05/2023,2023,9,800 Block,East Green Street,09/05/2023,Weeds/Grass,Voluntarily Complied,09/13/2023,Phone,false,0,"800 East Green Street
Urbana, IL
(40.110948414, -88.199066585)"
411002,11/02/2004,2004,11,700 BLOCK,W Green St,,Municipal Waste,Owner Abated,,Not Available,false,0,"700 W Green St
Urbana, IL
(40.110696445, -88.216066015)"
1006123,06/23/2010,2010,6,0 BLOCK,Squire Ct,06/24/2010,Municipal Waste,Owner Abated,07/02/2010,Not Available,false,0,"0 Squire Ct
Urbana, IL
(40.102640011, -88.185400021)"
1106006,06/02/2011,2011,6,600 BLOCK,W High St,06/03/2011,Municipal Waste,Owner Abated,06/11/2011,Not Available,false,0,"600 W High St
Urbana, IL
(40.109906278, -88.214606273)"
1408059,08/19/2014,2014,8,500 BLOCK,W Green St,08/19/2014,Weeds/Grass,Owner Abated,08/27/2014,Not Available,false,0,"500 W Green St
Urbana, IL
(40.110736204, -88.213236316)"
1209020,09/11/2012,2012,9,800 BLOCK,W Pennsylvania Av,09/11/2012,Weeds/Grass,Owner Abated,09/19/2012,Not Available,false,0,"800 W Pennsylvania Av
Urbana, IL
(40.100716826, -88.217655568)"
509056,09/29/2005,2005,9,1500 BLOCK,Ogelthorpe,,Weeds/Grass,City Abated,,Not Available,false,0,"1500 Ogelthorpe
Urbana, IL
(40.099999457, -88.174829725)"
906023,06/05/2009,2009,6,2200 BLOCK,Lantern Hill Dr,06/09/2009,Weeds/Grass,Owner Abated,06/17/2009,Not Available,false,0,"2200 Lantern Hill Dr
Urbana, IL
(40.104157796, -88.180050442)"
20-001073,06/17/2020,2020,6,1300 Block,East Green Street,06/17/2020,Weeds/Grass,Voluntarily Complied,06/25/2020,Phone,false,0,"1300 East Green Street
Urbana, IL
(40.111017992, -88.193305986)"
